"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка характеристик товара до и после помещения в корзину","613","testProductToCart","All test","Thu Jul 31 10:39:44 GMT 2025","passed","Thu Jul 31 10:39:45 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Получаю данные о товаре","321","testGetProduct","All test","Thu Jul 31 10:39:44 GMT 2025","passed","Thu Jul 31 10:39:44 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Добавляю товар в корзину и проверяю соответствие характеристик товара на витрине и в корзине","512","testAddProductToCart","All test","Thu Jul 31 10:39:49 GMT 2025","broken","Thu Jul 31 10:39:50 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Получаем токен Guest","2896","testGetAccessTokenGuest","All test","Thu Jul 31 10:39:38 GMT 2025","passed","Thu Jul 31 10:39:41 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Обновляем данные одного товара из корзины","108","testUpdateItemInCart","All test","Thu Jul 31 10:39:42 GMT 2025","passed","Thu Jul 31 10:39:42 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"При клике по иконке 'Favorites' загружается стараница 'Favorites'","5881","testFavoritesIcon","All test","Thu Jul 31 10:40:27 GMT 2025","passed","Thu Jul 31 10:40:33 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","582","testShipping","All test","Thu Jul 31 10:39:43 GMT 2025","passed","Thu Jul 31 10:39:43 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","576","testShipping","All test","Thu Jul 31 10:39:43 GMT 2025","failed","Thu Jul 31 10:39:44 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Удаляем товар из корзины","123","testRemoveItemFromCart","All test","Thu Jul 31 10:39:42 GMT 2025","passed","Thu Jul 31 10:39:42 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"При клике по иконке 'Search' появляется окно 'Search'","870","testSearchIcon","All test","Thu Jul 31 10:40:37 GMT 2025","passed","Thu Jul 31 10:40:38 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"При клике по иконке 'Cart' загружается стараница 'Shopping Bag'","1747","testCartIcon","All test","Thu Jul 31 10:40:12 GMT 2025","passed","Thu Jul 31 10:40:14 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"При клике по иконке 'Account' появляется окно 'Account'","731","testAccountIcon","All test","Thu Jul 31 10:40:08 GMT 2025","passed","Thu Jul 31 10:40:08 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","49","testCRUDCart","All test","Thu Jul 31 10:39:54 GMT 2025","broken","Thu Jul 31 10:39:54 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Обновляю данные о товаре в корзине","321","testUpdateProductToCart","All test","Thu Jul 31 10:40:03 GMT 2025","broken","Thu Jul 31 10:40:03 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Удаляю товар из корзины","225","testDeleteProductToCart","All test","Thu Jul 31 10:39:58 GMT 2025","broken","Thu Jul 31 10:39:59 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Получаем все товары из корзины","588","testGetAllItemsInCart","All test","Thu Jul 31 10:39:41 GMT 2025","passed","Thu Jul 31 10:39:42 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","842","testCRUDCartGuest","All test","Thu Jul 31 10:39:42 GMT 2025","failed","Thu Jul 31 10:39:43 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Добавляем товар в корзину","371","testAddItemToCart","All test","Thu Jul 31 10:39:41 GMT 2025","passed","Thu Jul 31 10:39:41 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
