"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"При клике по иконке 'account' появляется окно 'Account'","0","testAccountIcon","All test","Wed Jul 09 20:03:02 GMT 2025","skipped","Wed Jul 09 20:03:02 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Получаем токен Guest","2850","testGetAccessTokenGuest","All test","Wed Jul 09 20:02:38 GMT 2025","passed","Wed Jul 09 20:02:41 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"","0","beforeMethod","All test","Wed Jul 09 20:03:02 GMT 2025","broken","Wed Jul 09 20:03:02 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","beforeMethod"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","239","testE2EFromCartUser","All test","Wed Jul 09 20:02:51 GMT 2025","broken","Wed Jul 09 20:02:52 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Получаем все товары из корзины","816","testGetAllItemsInCart","All test","Wed Jul 09 20:02:42 GMT 2025","passed","Wed Jul 09 20:02:43 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Добавляем товар в корзину авторизованного пользователя","385","testAddItemToCart","All test","Wed Jul 09 20:02:51 GMT 2025","broken","Wed Jul 09 20:02:51 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаю данные о товаре","405","testGetProduct","All test","Wed Jul 09 20:02:52 GMT 2025","passed","Wed Jul 09 20:02:52 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"","0","beforeMethod","All test","Wed Jul 09 20:03:02 GMT 2025","broken","Wed Jul 09 20:03:02 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","beforeMethod"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","1005","testShipping","All test","Wed Jul 09 20:02:47 GMT 2025","passed","Wed Jul 09 20:02:48 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Обновляем данные о товаре в корзине","0","testUpdateProductToCart","All test","Wed Jul 09 20:03:02 GMT 2025","skipped","Wed Jul 09 20:03:02 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","0","testFavoritesIcon","All test","Wed Jul 09 20:03:02 GMT 2025","skipped","Wed Jul 09 20:03:02 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Добавляем товар в корзину","972","testAddItemToCart","All test","Wed Jul 09 20:02:41 GMT 2025","passed","Wed Jul 09 20:02:42 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"При клике по иконке 'search' появляется окно 'Search'","1","testSearchIcon","All test","Wed Jul 09 20:03:02 GMT 2025","skipped","Wed Jul 09 20:03:02 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","2723","testCRUDCartGuest","All test","Wed Jul 09 20:02:44 GMT 2025","passed","Wed Jul 09 20:02:46 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Удаляем товар из корзины авторизованного пользователя","1","testRemoveItemFromCart","All test","Wed Jul 09 20:02:51 GMT 2025","skipped","Wed Jul 09 20:02:51 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Wed Jul 09 20:02:51 GMT 2025","skipped","Wed Jul 09 20:02:51 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Удаляем товар из корзины","274","testRemoveItemFromCart","All test","Wed Jul 09 20:02:43 GMT 2025","passed","Wed Jul 09 20:02:44 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Получаем токен User","497","testGetAccessTokenUser","All test","Wed Jul 09 20:02:41 GMT 2025","broken","Wed Jul 09 20:02:41 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Обновляем данные одного товара из корзины авторизованного пользователя","1","testUpdateItemInCart","All test","Wed Jul 09 20:02:51 GMT 2025","skipped","Wed Jul 09 20:02:51 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1405","testUpdateItemInCartNegative","All test","Wed Jul 09 20:02:48 GMT 2025","failed","Wed Jul 09 20:02:50 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Проверка характеристик товара до и после помещения в корзину","1257","testProductToCart","All test","Wed Jul 09 20:02:52 GMT 2025","passed","Wed Jul 09 20:02:53 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1309","testUpdateItemInCartNegative","All test","Wed Jul 09 20:02:50 GMT 2025","failed","Wed Jul 09 20:02:51 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Обновляем данные одного товара из корзины","183","testUpdateItemInCart","All test","Wed Jul 09 20:02:43 GMT 2025","passed","Wed Jul 09 20:02:43 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","737","testShipping","All test","Wed Jul 09 20:02:46 GMT 2025","passed","Wed Jul 09 20:02:47 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляем товар в корзину","0","testAddProductToCart","All test","Wed Jul 09 20:03:02 GMT 2025","skipped","Wed Jul 09 20:03:02 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","0","testCartIcon","All test","Wed Jul 09 20:03:02 GMT 2025","skipped","Wed Jul 09 20:03:02 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
