"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 12 13:52:51 GMT 2025","skipped","Sat Jul 12 13:52:51 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Добавляю товар в корзину","10363","testAddProductToCart","All test","Sat Jul 12 13:52:56 GMT 2025","broken","Sat Jul 12 13:53:06 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Получаем все товары из корзины","580","testGetAllItemsInCart","All test","Sat Jul 12 13:52:46 GMT 2025","passed","Sat Jul 12 13:52:47 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","1658","testFavoritesIcon","All test","Sat Jul 12 13:54:03 GMT 2025","passed","Sat Jul 12 13:54:05 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","598","testUpdateItemInCartNegative","All test","Sat Jul 12 13:52:50 GMT 2025","failed","Sat Jul 12 13:52:50 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Обновляем данные одного товара из корзины","108","testUpdateItemInCart","All test","Sat Jul 12 13:52:47 GMT 2025","passed","Sat Jul 12 13:52:47 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"При клике по иконке 'search' появляется окно 'Search'","5375","testSearchIcon","All test","Sat Jul 12 13:54:08 GMT 2025","passed","Sat Jul 12 13:54:14 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Получаем токен User","410","testGetAccessTokenUser","All test","Sat Jul 12 13:52:46 GMT 2025","broken","Sat Jul 12 13:52:46 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","1794","testCartIcon","All test","Sat Jul 12 13:53:59 GMT 2025","broken","Sat Jul 12 13:54:00 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","472","testShipping","All test","Sat Jul 12 13:52:49 GMT 2025","passed","Sat Jul 12 13:52:49 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляем товар в корзину","303","testAddItemToCart","All test","Sat Jul 12 13:52:46 GMT 2025","passed","Sat Jul 12 13:52:46 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
