"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Удаляю товар из корзины","16716","testDeleteProductToCart","All test","Sat Aug 30 17:26:08 UTC 2025","broken","Sat Aug 30 17:26:25 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Получаю данные о товаре","321","testGetProduct","All test","Sat Aug 30 17:25:18 UTC 2025","passed","Sat Aug 30 17:25:19 UTC 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Получаем все товары из корзины","575","testGetAllItemsInCart","All test","Sat Aug 30 17:25:16 UTC 2025","passed","Sat Aug 30 17:25:16 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Проверка характеристик товара до и после помещения в корзину","530","testProductToCart","All test","Sat Aug 30 17:25:19 UTC 2025","failed","Sat Aug 30 17:25:19 UTC 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Обновляю данные о товаре в корзине","16976","testUpdateProductToCart","All test","Sat Aug 30 17:26:30 UTC 2025","broken","Sat Aug 30 17:26:46 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"При клике по иконке 'Favorites' загружается стараница 'Favorites'","5804","testFavoritesIcon","All test","Sat Aug 30 17:27:00 UTC 2025","passed","Sat Aug 30 17:27:06 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","748","testCRUDCartGuest","All test","Sat Aug 30 17:25:16 UTC 2025","failed","Sat Aug 30 17:25:17 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","17099","testCRUDCart","All test","Sat Aug 30 17:25:47 UTC 2025","broken","Sat Aug 30 17:26:04 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Получаем токен Guest","3230","testGetAccessTokenGuest","All test","Sat Aug 30 17:25:12 UTC 2025","passed","Sat Aug 30 17:25:15 UTC 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"При клике по иконке 'Cart' загружается стараница 'Shopping Bag'","1557","testCartIcon","All test","Sat Aug 30 17:26:55 UTC 2025","passed","Sat Aug 30 17:26:57 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Удаляем товар из корзины","115","testRemoveItemFromCart","All test","Sat Aug 30 17:25:16 UTC 2025","passed","Sat Aug 30 17:25:16 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Добавляем товар в корзину","375","testAddItemToCart","All test","Sat Aug 30 17:25:15 UTC 2025","passed","Sat Aug 30 17:25:16 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","536","testShipping","All test","Sat Aug 30 17:25:17 UTC 2025","passed","Sat Aug 30 17:25:18 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляю товар в корзину и проверяю соответствие характеристик товара на витрине и в корзине","18061","testAddProductToCart","All test","Sat Aug 30 17:25:24 UTC 2025","broken","Sat Aug 30 17:25:42 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"При клике по иконке 'Search' появляется окно 'Search'","10498","testSearchIcon","All test","Sat Aug 30 17:27:10 UTC 2025","broken","Sat Aug 30 17:27:20 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","542","testShipping","All test","Sat Aug 30 17:25:18 UTC 2025","failed","Sat Aug 30 17:25:18 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Обновляем данные одного товара из корзины","122","testUpdateItemInCart","All test","Sat Aug 30 17:25:16 UTC 2025","passed","Sat Aug 30 17:25:16 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"При клике по иконке 'Account' появляется окно 'Account'","547","testAccountIcon","All test","Sat Aug 30 17:26:51 UTC 2025","passed","Sat Aug 30 17:26:51 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
