"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка характеристик товара до и после помещения в корзину","585","testProductToCart","All test","Sat Jul 12 12:51:04 GMT 2025","passed","Sat Jul 12 12:51:05 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Получаем токен User","518","testGetAccessTokenUser","All test","Sat Jul 12 12:50:56 GMT 2025","broken","Sat Jul 12 12:50:57 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 12 12:51:04 GMT 2025","skipped","Sat Jul 12 12:51:04 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Получаю данные о товаре","337","testGetProduct","All test","Sat Jul 12 12:51:04 GMT 2025","passed","Sat Jul 12 12:51:04 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Добавляю товар в корзину","10425","testAddProductToCart","All test","Sat Jul 12 12:51:09 GMT 2025","broken","Sat Jul 12 12:51:19 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Обновляю данные о товаре в корзине","10540","testUpdateProductToCart","All test","Sat Jul 12 12:51:50 GMT 2025","broken","Sat Jul 12 12:52:00 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Получаем токен Guest","3014","testGetAccessTokenGuest","All test","Sat Jul 12 12:50:53 GMT 2025","passed","Sat Jul 12 12:50:56 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1492","testUpdateItemInCartNegative","All test","Sat Jul 12 12:51:02 GMT 2025","failed","Sat Jul 12 12:51:03 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Добавляем товар в корзину","427","testAddItemToCart","All test","Sat Jul 12 12:50:57 GMT 2025","passed","Sat Jul 12 12:50:57 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","804","testFavoritesIcon","All test","Sat Jul 12 12:52:16 GMT 2025","passed","Sat Jul 12 12:52:16 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Добавляем товар в корзину авторизованного пользователя","263","testAddItemToCart","All test","Sat Jul 12 12:51:03 GMT 2025","broken","Sat Jul 12 12:51:04 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sat Jul 12 12:51:04 GMT 2025","skipped","Sat Jul 12 12:51:04 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","188","testE2EFromCartUser","All test","Sat Jul 12 12:51:04 GMT 2025","broken","Sat Jul 12 12:51:04 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Sat Jul 12 12:51:04 GMT 2025","skipped","Sat Jul 12 12:51:04 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Удаляю товар из корзины","10094","testDeleteProductToCart","All test","Sat Jul 12 12:51:36 GMT 2025","broken","Sat Jul 12 12:51:46 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"При клике по иконке 'search' появляется окно 'Search'","5339","testSearchIcon","All test","Sat Jul 12 12:52:20 GMT 2025","passed","Sat Jul 12 12:52:25 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Обновляем данные одного товара из корзины","113","testUpdateItemInCart","All test","Sat Jul 12 12:50:58 GMT 2025","passed","Sat Jul 12 12:50:58 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","10119","testCRUDCart","All test","Sat Jul 12 12:51:23 GMT 2025","broken","Sat Jul 12 12:51:33 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"При клике по иконке 'account' появляется окно 'Account'","5585","testAccountIcon","All test","Sat Jul 12 12:52:02 GMT 2025","passed","Sat Jul 12 12:52:08 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","537","testCartIcon","All test","Sat Jul 12 12:52:11 GMT 2025","broken","Sat Jul 12 12:52:12 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Удаляем товар из корзины","154","testRemoveItemFromCart","All test","Sat Jul 12 12:50:58 GMT 2025","passed","Sat Jul 12 12:50:58 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Получаем все товары из корзины","641","testGetAllItemsInCart","All test","Sat Jul 12 12:50:57 GMT 2025","passed","Sat Jul 12 12:50:58 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","841","testShipping","All test","Sat Jul 12 12:51:00 GMT 2025","passed","Sat Jul 12 12:51:01 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","625","testShipping","All test","Sat Jul 12 12:51:01 GMT 2025","passed","Sat Jul 12 12:51:01 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1635","testCRUDCartGuest","All test","Sat Jul 12 12:50:58 GMT 2025","passed","Sat Jul 12 12:51:00 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","790","testUpdateItemInCartNegative","All test","Sat Jul 12 12:51:01 GMT 2025","failed","Sat Jul 12 12:51:02 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
