"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавляем товар в корзину","317","testAddItemToCart","All test","Sat Jul 12 13:32:57 GMT 2025","passed","Sat Jul 12 13:32:57 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","751","testShipping","All test","Sat Jul 12 13:33:00 GMT 2025","passed","Sat Jul 12 13:33:00 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаю данные о товаре","175","testGetProduct","All test","Sat Jul 12 13:33:00 GMT 2025","passed","Sat Jul 12 13:33:01 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1482","testCRUDCartGuest","All test","Sat Jul 12 13:32:58 GMT 2025","passed","Sat Jul 12 13:32:59 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Обновляем данные одного товара из корзины","109","testUpdateItemInCart","All test","Sat Jul 12 13:32:57 GMT 2025","passed","Sat Jul 12 13:32:58 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Получаем все товары из корзины","503","testGetAllItemsInCart","All test","Sat Jul 12 13:32:57 GMT 2025","passed","Sat Jul 12 13:32:57 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","545","testShipping","All test","Sat Jul 12 13:32:59 GMT 2025","passed","Sat Jul 12 13:33:00 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Проверка характеристик товара до и после помещения в корзину","783","testProductToCart","All test","Sat Jul 12 13:33:01 GMT 2025","passed","Sat Jul 12 13:33:01 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Удаляем товар из корзины","120","testRemoveItemFromCart","All test","Sat Jul 12 13:32:58 GMT 2025","passed","Sat Jul 12 13:32:58 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Получаем токен Guest","3604","testGetAccessTokenGuest","All test","Sat Jul 12 13:32:53 GMT 2025","passed","Sat Jul 12 13:32:57 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
