"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"При клике по иконке 'account' появляется окно 'Account'","5279","testAccountIcon","All test","Sat Jul 12 14:31:09 GMT 2025","passed","Sat Jul 12 14:31:14 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Sat Jul 12 14:30:04 GMT 2025","skipped","Sat Jul 12 14:30:04 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1333","testUpdateItemInCartNegative","All test","Sat Jul 12 14:30:01 GMT 2025","failed","Sat Jul 12 14:30:03 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","374","testE2EFromCartUser","All test","Sat Jul 12 14:30:04 GMT 2025","broken","Sat Jul 12 14:30:05 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 12 14:30:04 GMT 2025","skipped","Sat Jul 12 14:30:04 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Получаем токен User","515","testGetAccessTokenUser","All test","Sat Jul 12 14:29:55 GMT 2025","broken","Sat Jul 12 14:29:55 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","950","testShipping","All test","Sat Jul 12 14:30:00 GMT 2025","passed","Sat Jul 12 14:30:01 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Обновляю данные о товаре в корзине","11032","testUpdateProductToCart","All test","Sat Jul 12 14:30:54 GMT 2025","broken","Sat Jul 12 14:31:05 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","10824","testCRUDCart","All test","Sat Jul 12 14:30:25 GMT 2025","broken","Sat Jul 12 14:30:35 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Удаляю товар из корзины","10068","testDeleteProductToCart","All test","Sat Jul 12 14:30:40 GMT 2025","broken","Sat Jul 12 14:30:50 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
