"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Удаляем товар из корзины","156","testRemoveItemFromCart","All test","Sun Jul 13 20:54:19 GMT 2025","passed","Sun Jul 13 20:54:19 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","668","testShipping","All test","Sun Jul 13 20:54:22 GMT 2025","passed","Sun Jul 13 20:54:23 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","4475","testCartIcon","All test","Sun Jul 13 20:58:32 GMT 2025","passed","Sun Jul 13 20:58:37 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Добавляем товар в корзину авторизованного пользователя","308","testAddItemToCart","All test","Sun Jul 13 20:54:25 GMT 2025","broken","Sun Jul 13 20:54:25 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"При клике по иконке 'account' появляется окно 'Account'","5286","testAccountIcon","All test","Sun Jul 13 20:58:25 GMT 2025","passed","Sun Jul 13 20:58:31 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","5800","testFavoritesIcon","All test","Sun Jul 13 20:58:42 GMT 2025","passed","Sun Jul 13 20:58:48 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","2108","testCRUDCartGuest","All test","Sun Jul 13 20:54:19 GMT 2025","passed","Sun Jul 13 20:54:21 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","527","testE2EFromCartUser","All test","Sun Jul 13 20:54:25 GMT 2025","broken","Sun Jul 13 20:54:26 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Удаляю товар из корзины","35286","testDeleteProductToCart","All test","Sun Jul 13 20:56:42 GMT 2025","passed","Sun Jul 13 20:57:17 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Получаем все товары из корзины","610","testGetAllItemsInCart","All test","Sun Jul 13 20:54:18 GMT 2025","passed","Sun Jul 13 20:54:19 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
