"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Wed Jul 09 20:33:35 GMT 2025","skipped","Wed Jul 09 20:33:35 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","497","testShipping","All test","Wed Jul 09 20:33:33 GMT 2025","passed","Wed Jul 09 20:33:33 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","594","testShipping","All test","Wed Jul 09 20:33:33 GMT 2025","passed","Wed Jul 09 20:33:34 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляем товар в корзину авторизованного пользователя","230","testAddItemToCart","All test","Wed Jul 09 20:33:35 GMT 2025","broken","Wed Jul 09 20:33:35 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","0","testCartIcon","All test","Wed Jul 09 20:33:42 GMT 2025","skipped","Wed Jul 09 20:33:42 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"","0","beforeMethod","All test","Wed Jul 09 20:33:42 GMT 2025","broken","Wed Jul 09 20:33:42 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","beforeMethod"
"Добавляем товар в корзину","0","testAddProductToCart","All test","Wed Jul 09 20:33:42 GMT 2025","skipped","Wed Jul 09 20:33:42 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"","0","beforeMethod","All test","Wed Jul 09 20:33:42 GMT 2025","broken","Wed Jul 09 20:33:42 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","beforeMethod"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Wed Jul 09 20:33:35 GMT 2025","skipped","Wed Jul 09 20:33:35 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Удаляем товар из корзины","110","testRemoveItemFromCart","All test","Wed Jul 09 20:33:31 GMT 2025","passed","Wed Jul 09 20:33:31 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Обновляем данные о товаре в корзине","0","testUpdateProductToCart","All test","Wed Jul 09 20:33:42 GMT 2025","skipped","Wed Jul 09 20:33:42 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Проверка характеристик товара до и после помещения в корзину","546","testProductToCart","All test","Wed Jul 09 20:33:36 GMT 2025","passed","Wed Jul 09 20:33:36 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","640","testUpdateItemInCartNegative","All test","Wed Jul 09 20:33:34 GMT 2025","failed","Wed Jul 09 20:33:35 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Получаем все товары из корзины","623","testGetAllItemsInCart","All test","Wed Jul 09 20:33:30 GMT 2025","passed","Wed Jul 09 20:33:31 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Wed Jul 09 20:33:35 GMT 2025","skipped","Wed Jul 09 20:33:35 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"При клике по иконке 'account' появляется окно 'Account'","0","testAccountIcon","All test","Wed Jul 09 20:33:42 GMT 2025","skipped","Wed Jul 09 20:33:42 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","0","testFavoritesIcon","All test","Wed Jul 09 20:33:42 GMT 2025","skipped","Wed Jul 09 20:33:42 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Получаю данные о товаре","164","testGetProduct","All test","Wed Jul 09 20:33:35 GMT 2025","passed","Wed Jul 09 20:33:36 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Обновляем данные одного товара из корзины","102","testUpdateItemInCart","All test","Wed Jul 09 20:33:31 GMT 2025","passed","Wed Jul 09 20:33:31 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1482","testCRUDCartGuest","All test","Wed Jul 09 20:33:31 GMT 2025","passed","Wed Jul 09 20:33:33 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"При клике по иконке 'search' появляется окно 'Search'","0","testSearchIcon","All test","Wed Jul 09 20:33:42 GMT 2025","skipped","Wed Jul 09 20:33:42 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","161","testE2EFromCartUser","All test","Wed Jul 09 20:33:35 GMT 2025","broken","Wed Jul 09 20:33:35 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Получаем токен Guest","2787","testGetAccessTokenGuest","All test","Wed Jul 09 20:33:27 GMT 2025","passed","Wed Jul 09 20:33:29 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Добавляем товар в корзину","440","testAddItemToCart","All test","Wed Jul 09 20:33:30 GMT 2025","passed","Wed Jul 09 20:33:30 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
