"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sat Jul 12 15:42:39 GMT 2025","skipped","Sat Jul 12 15:42:39 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Добавляем товар в корзину авторизованного пользователя","233","testAddItemToCart","All test","Sat Jul 12 15:42:38 GMT 2025","broken","Sat Jul 12 15:42:39 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаем токен User","396","testGetAccessTokenUser","All test","Sat Jul 12 15:42:33 GMT 2025","broken","Sat Jul 12 15:42:33 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Обновляю данные о товаре в корзине","10618","testUpdateProductToCart","All test","Sat Jul 12 15:43:25 GMT 2025","broken","Sat Jul 12 15:43:35 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"При клике по иконке 'search' появляется окно 'Search'","5331","testSearchIcon","All test","Sat Jul 12 15:43:56 GMT 2025","passed","Sat Jul 12 15:44:01 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1596","testCRUDCartGuest","All test","Sat Jul 12 15:42:34 GMT 2025","passed","Sat Jul 12 15:42:36 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","940","testFavoritesIcon","All test","Sat Jul 12 15:43:52 GMT 2025","passed","Sat Jul 12 15:43:53 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Добавляем товар в корзину","327","testAddItemToCart","All test","Sat Jul 12 15:42:33 GMT 2025","passed","Sat Jul 12 15:42:33 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","197","testE2EFromCartUser","All test","Sat Jul 12 15:42:39 GMT 2025","broken","Sat Jul 12 15:42:39 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","738","testShipping","All test","Sat Jul 12 15:42:36 GMT 2025","passed","Sat Jul 12 15:42:37 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","11121","testCRUDCart","All test","Sat Jul 12 15:42:56 GMT 2025","broken","Sat Jul 12 15:43:07 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","569","testShipping","All test","Sat Jul 12 15:42:36 GMT 2025","passed","Sat Jul 12 15:42:36 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Удаляем товар из корзины","115","testRemoveItemFromCart","All test","Sat Jul 12 15:42:34 GMT 2025","passed","Sat Jul 12 15:42:34 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","646","testUpdateItemInCartNegative","All test","Sat Jul 12 15:42:37 GMT 2025","failed","Sat Jul 12 15:42:38 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Обновляем данные одного товара из корзины","119","testUpdateItemInCart","All test","Sat Jul 12 15:42:34 GMT 2025","passed","Sat Jul 12 15:42:34 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Удаляем товар из корзины авторизованного пользователя","1","testRemoveItemFromCart","All test","Sat Jul 12 15:42:39 GMT 2025","skipped","Sat Jul 12 15:42:39 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Удаляю товар из корзины","10120","testDeleteProductToCart","All test","Sat Jul 12 15:43:11 GMT 2025","broken","Sat Jul 12 15:43:21 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"При клике по иконке 'account' появляется окно 'Account'","5267","testAccountIcon","All test","Sat Jul 12 15:43:39 GMT 2025","passed","Sat Jul 12 15:43:44 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Получаю данные о товаре","358","testGetProduct","All test","Sat Jul 12 15:42:39 GMT 2025","passed","Sat Jul 12 15:42:39 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Получаем токен Guest","2964","testGetAccessTokenGuest","All test","Sat Jul 12 15:42:30 GMT 2025","passed","Sat Jul 12 15:42:33 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Получаем все товары из корзины","548","testGetAllItemsInCart","All test","Sat Jul 12 15:42:33 GMT 2025","passed","Sat Jul 12 15:42:34 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Добавляю товар в корзину","10318","testAddProductToCart","All test","Sat Jul 12 15:42:44 GMT 2025","broken","Sat Jul 12 15:42:54 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","1338","testCartIcon","All test","Sat Jul 12 15:43:47 GMT 2025","passed","Sat Jul 12 15:43:48 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Проверка характеристик товара до и после помещения в корзину","641","testProductToCart","All test","Sat Jul 12 15:42:39 GMT 2025","passed","Sat Jul 12 15:42:40 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","713","testUpdateItemInCartNegative","All test","Sat Jul 12 15:42:38 GMT 2025","failed","Sat Jul 12 15:42:38 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
