"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Получаем токен Guest","2908","testGetAccessTokenGuest","All test","Sat Jul 19 17:56:04 GMT 2025","passed","Sat Jul 19 17:56:06 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"При клике по иконке 'search' появляется окно 'Search'","5366","testSearchIcon","All test","Sat Jul 19 17:57:03 GMT 2025","passed","Sat Jul 19 17:57:08 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 19 17:56:13 GMT 2025","skipped","Sat Jul 19 17:56:13 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","5734","testFavoritesIcon","All test","Sat Jul 19 17:56:53 GMT 2025","passed","Sat Jul 19 17:56:59 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Добавляем товар в корзину авторизованного пользователя","173","testAddItemToCart","All test","Sat Jul 19 17:56:13 GMT 2025","broken","Sat Jul 19 17:56:13 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Проверка характеристик товара до и после помещения в корзину","865","testProductToCart","All test","Sat Jul 19 17:56:14 GMT 2025","passed","Sat Jul 19 17:56:15 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Обновляем данные одного товара из корзины","174","testUpdateItemInCart","All test","Sat Jul 19 17:56:08 GMT 2025","passed","Sat Jul 19 17:56:08 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","125","testCRUDCart","All test","Sat Jul 19 17:56:24 GMT 2025","broken","Sat Jul 19 17:56:24 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1228","testUpdateItemInCartNegative","All test","Sat Jul 19 17:56:11 GMT 2025","failed","Sat Jul 19 17:56:12 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","902","testUpdateItemInCartNegative","All test","Sat Jul 19 17:56:12 GMT 2025","failed","Sat Jul 19 17:56:13 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Добавляю товар в корзину","247","testAddProductToCart","All test","Sat Jul 19 17:56:19 GMT 2025","broken","Sat Jul 19 17:56:19 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
