"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","680","testShipping","All test","Sat Aug 30 17:34:27 UTC 2025","passed","Sat Aug 30 17:34:28 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"При клике по иконке 'Search' появляется окно 'Search'","10522","testSearchIcon","All test","Sat Aug 30 17:36:17 UTC 2025","broken","Sat Aug 30 17:36:27 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1046","testCRUDCartGuest","All test","Sat Aug 30 17:34:26 UTC 2025","failed","Sat Aug 30 17:34:27 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"При клике по иконке 'Cart' загружается стараница 'Shopping Bag'","1495","testCartIcon","All test","Sat Aug 30 17:36:02 UTC 2025","passed","Sat Aug 30 17:36:03 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","4894","testCRUDCart","All test","Sat Aug 30 17:35:03 UTC 2025","broken","Sat Aug 30 17:35:08 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Обновляю данные о товаре в корзине","17579","testUpdateProductToCart","All test","Sat Aug 30 17:35:33 UTC 2025","broken","Sat Aug 30 17:35:51 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Получаем токен Guest","3230","testGetAccessTokenGuest","All test","Sat Aug 30 17:34:21 UTC 2025","passed","Sat Aug 30 17:34:25 UTC 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Удаляем товар из корзины","217","testRemoveItemFromCart","All test","Sat Aug 30 17:34:26 UTC 2025","passed","Sat Aug 30 17:34:26 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","678","testShipping","All test","Sat Aug 30 17:34:28 UTC 2025","failed","Sat Aug 30 17:34:28 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаем все товары из корзины","574","testGetAllItemsInCart","All test","Sat Aug 30 17:34:25 UTC 2025","passed","Sat Aug 30 17:34:26 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Добавляем товар в корзину","437","testAddItemToCart","All test","Sat Aug 30 17:34:25 UTC 2025","passed","Sat Aug 30 17:34:25 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Обновляем данные одного товара из корзины","206","testUpdateItemInCart","All test","Sat Aug 30 17:34:26 UTC 2025","passed","Sat Aug 30 17:34:26 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Проверка характеристик товара до и после помещения в корзину","683","testProductToCart","All test","Sat Aug 30 17:34:29 UTC 2025","failed","Sat Aug 30 17:34:30 UTC 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Удаляю товар из корзины","16376","testDeleteProductToCart","All test","Sat Aug 30 17:35:13 UTC 2025","broken","Sat Aug 30 17:35:29 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"При клике по иконке 'Account' появляется окно 'Account'","462","testAccountIcon","All test","Sat Aug 30 17:35:57 UTC 2025","passed","Sat Aug 30 17:35:57 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При клике по иконке 'Favorites' загружается стараница 'Favorites'","5838","testFavoritesIcon","All test","Sat Aug 30 17:36:07 UTC 2025","passed","Sat Aug 30 17:36:13 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Получаю данные о товаре","422","testGetProduct","All test","Sat Aug 30 17:34:29 UTC 2025","passed","Sat Aug 30 17:34:29 UTC 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Добавляю товар в корзину и проверяю соответствие характеристик товара на витрине и в корзине","17252","testAddProductToCart","All test","Sat Aug 30 17:34:35 UTC 2025","broken","Sat Aug 30 17:34:52 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
