"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"При клике по иконке 'Favorites' загружается стараница 'Favorites'","5859","testFavoritesIcon","All test","Sat Aug 30 17:33:39 UTC 2025","passed","Sat Aug 30 17:33:45 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Обновляем данные одного товара из корзины","138","testUpdateItemInCart","All test","Sat Aug 30 17:32:18 UTC 2025","passed","Sat Aug 30 17:32:18 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Добавляю товар в корзину и проверяю соответствие характеристик товара на витрине и в корзине","17295","testAddProductToCart","All test","Sat Aug 30 17:32:26 UTC 2025","broken","Sat Aug 30 17:32:44 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Добавляем товар в корзину","421","testAddItemToCart","All test","Sat Aug 30 17:32:17 UTC 2025","passed","Sat Aug 30 17:32:17 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","16123","testCRUDCart","All test","Sat Aug 30 17:32:48 UTC 2025","broken","Sat Aug 30 17:33:04 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Удаляем товар из корзины","146","testRemoveItemFromCart","All test","Sat Aug 30 17:32:18 UTC 2025","passed","Sat Aug 30 17:32:19 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","811","testCRUDCartGuest","All test","Sat Aug 30 17:32:19 UTC 2025","failed","Sat Aug 30 17:32:19 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","648","testShipping","All test","Sat Aug 30 17:32:20 UTC 2025","failed","Sat Aug 30 17:32:21 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаю данные о товаре","384","testGetProduct","All test","Sat Aug 30 17:32:21 UTC 2025","passed","Sat Aug 30 17:32:21 UTC 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"При клике по иконке 'Search' появляется окно 'Search'","10013","testSearchIcon","All test","Sat Aug 30 17:33:49 UTC 2025","broken","Sat Aug 30 17:33:59 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Удаляю товар из корзины","3387","testDeleteProductToCart","All test","Sat Aug 30 17:33:09 UTC 2025","broken","Sat Aug 30 17:33:12 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"При клике по иконке 'Cart' загружается стараница 'Shopping Bag'","1593","testCartIcon","All test","Sat Aug 30 17:33:34 UTC 2025","passed","Sat Aug 30 17:33:35 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Получаем токен Guest","3029","testGetAccessTokenGuest","All test","Sat Aug 30 17:32:14 UTC 2025","passed","Sat Aug 30 17:32:17 UTC 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Обновляю данные о товаре в корзине","6457","testUpdateProductToCart","All test","Sat Aug 30 17:33:18 UTC 2025","broken","Sat Aug 30 17:33:24 UTC 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Получаем все товары из корзины","783","testGetAllItemsInCart","All test","Sat Aug 30 17:32:17 UTC 2025","passed","Sat Aug 30 17:32:18 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"При клике по иконке 'Account' появляется окно 'Account'","466","testAccountIcon","All test","Sat Aug 30 17:33:29 UTC 2025","passed","Sat Aug 30 17:33:29 UTC 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Проверка характеристик товара до и после помещения в корзину","595","testProductToCart","All test","Sat Aug 30 17:32:21 UTC 2025","failed","Sat Aug 30 17:32:22 UTC 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","626","testShipping","All test","Sat Aug 30 17:32:19 UTC 2025","passed","Sat Aug 30 17:32:20 UTC 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
