"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","39","testFavoritesIcon","All test","Sat Jul 12 15:35:30 GMT 2025","broken","Sat Jul 12 15:35:30 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Обновляем данные одного товара из корзины","213","testUpdateItemInCart","All test","Sat Jul 12 15:34:11 GMT 2025","passed","Sat Jul 12 15:34:11 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","709","testShipping","All test","Sat Jul 12 15:34:14 GMT 2025","passed","Sat Jul 12 15:34:15 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаем все товары из корзины","694","testGetAllItemsInCart","All test","Sat Jul 12 15:34:10 GMT 2025","passed","Sat Jul 12 15:34:11 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Получаем токен User","820","testGetAccessTokenUser","All test","Sat Jul 12 15:34:09 GMT 2025","broken","Sat Jul 12 15:34:10 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","292","testE2EFromCartUser","All test","Sat Jul 12 15:34:18 GMT 2025","broken","Sat Jul 12 15:34:18 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"При клике по иконке 'account' появляется окно 'Account'","5241","testAccountIcon","All test","Sat Jul 12 15:35:18 GMT 2025","passed","Sat Jul 12 15:35:23 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","747","testShipping","All test","Sat Jul 12 15:34:15 GMT 2025","passed","Sat Jul 12 15:34:15 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","1331","testCartIcon","All test","Sat Jul 12 15:35:27 GMT 2025","passed","Sat Jul 12 15:35:28 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","759","testUpdateItemInCartNegative","All test","Sat Jul 12 15:34:16 GMT 2025","failed","Sat Jul 12 15:34:17 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Получаю данные о товаре","250","testGetProduct","All test","Sat Jul 12 15:34:18 GMT 2025","passed","Sat Jul 12 15:34:18 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"При клике по иконке 'search' появляется окно 'Search'","5406","testSearchIcon","All test","Sat Jul 12 15:35:35 GMT 2025","passed","Sat Jul 12 15:35:41 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Добавляю товар в корзину","10264","testAddProductToCart","All test","Sat Jul 12 15:34:23 GMT 2025","broken","Sat Jul 12 15:34:33 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Удаляем товар из корзины","158","testRemoveItemFromCart","All test","Sat Jul 12 15:34:11 GMT 2025","passed","Sat Jul 12 15:34:12 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Получаем токен Guest","3236","testGetAccessTokenGuest","All test","Sat Jul 12 15:34:06 GMT 2025","passed","Sat Jul 12 15:34:09 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
