"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","5721","testFavoritesIcon","All test","Sat Jul 12 16:59:41 GMT 2025","passed","Sat Jul 12 16:59:46 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Sat Jul 12 16:58:06 GMT 2025","skipped","Sat Jul 12 16:58:06 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Проверка характеристик товара до и после помещения в корзину","1013","testProductToCart","All test","Sat Jul 12 16:58:07 GMT 2025","passed","Sat Jul 12 16:58:08 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Получаем токен User","503","testGetAccessTokenUser","All test","Sat Jul 12 16:57:57 GMT 2025","broken","Sat Jul 12 16:57:58 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sat Jul 12 16:58:06 GMT 2025","skipped","Sat Jul 12 16:58:06 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Получаем токен Guest","3025","testGetAccessTokenGuest","All test","Sat Jul 12 16:57:54 GMT 2025","passed","Sat Jul 12 16:57:57 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"При клике по иконке 'search' появляется окно 'Search'","5423","testSearchIcon","All test","Sat Jul 12 16:59:52 GMT 2025","passed","Sat Jul 12 16:59:57 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Добавляем товар в корзину","529","testAddItemToCart","All test","Sat Jul 12 16:57:58 GMT 2025","passed","Sat Jul 12 16:57:58 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","2237","testCRUDCartGuest","All test","Sat Jul 12 16:58:00 GMT 2025","passed","Sat Jul 12 16:58:02 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Добавляю товар в корзину","12022","testAddProductToCart","All test","Sat Jul 12 16:58:11 GMT 2025","broken","Sat Jul 12 16:58:24 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
