"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Получаем все товары из корзины","574","testGetAllItemsInCart","All test","Thu Jul 31 11:16:43 GMT 2025","passed","Thu Jul 31 11:16:44 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"При клике по иконке 'Search' появляется окно 'Search'","612","testSearchIcon","All test","Thu Jul 31 11:18:22 GMT 2025","passed","Thu Jul 31 11:18:23 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Добавляю товар в корзину и проверяю соответствие характеристик товара на витрине и в корзине","10527","testAddProductToCart","All test","Thu Jul 31 11:16:52 GMT 2025","passed","Thu Jul 31 11:17:02 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","528","testShipping","All test","Thu Jul 31 11:16:45 GMT 2025","passed","Thu Jul 31 11:16:46 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Проверка характеристик товара до и после помещения в корзину","614","testProductToCart","All test","Thu Jul 31 11:16:47 GMT 2025","passed","Thu Jul 31 11:16:47 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","13493","testCRUDCart","All test","Thu Jul 31 11:17:06 GMT 2025","broken","Thu Jul 31 11:17:20 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Обновляем данные одного товара из корзины","128","testUpdateItemInCart","All test","Thu Jul 31 11:16:44 GMT 2025","passed","Thu Jul 31 11:16:44 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"При клике по иконке 'Account' появляется окно 'Account'","639","testAccountIcon","All test","Thu Jul 31 11:18:02 GMT 2025","passed","Thu Jul 31 11:18:03 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Добавляем товар в корзину","369","testAddItemToCart","All test","Thu Jul 31 11:16:43 GMT 2025","passed","Thu Jul 31 11:16:43 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","978","testCRUDCartGuest","All test","Thu Jul 31 11:16:44 GMT 2025","failed","Thu Jul 31 11:16:45 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"При клике по иконке 'Favorites' загружается стараница 'Favorites'","5824","testFavoritesIcon","All test","Thu Jul 31 11:18:12 GMT 2025","passed","Thu Jul 31 11:18:18 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Удаляю товар из корзины","11006","testDeleteProductToCart","All test","Thu Jul 31 11:17:27 GMT 2025","passed","Thu Jul 31 11:17:38 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"При клике по иконке 'Cart' загружается стараница 'Shopping Bag'","1452","testCartIcon","All test","Thu Jul 31 11:18:07 GMT 2025","passed","Thu Jul 31 11:18:08 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Получаем токен Guest","2948","testGetAccessTokenGuest","All test","Thu Jul 31 11:16:40 GMT 2025","passed","Thu Jul 31 11:16:43 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Обновляю данные о товаре в корзине","16793","testUpdateProductToCart","All test","Thu Jul 31 11:17:42 GMT 2025","broken","Thu Jul 31 11:17:58 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Удаляем товар из корзины","124","testRemoveItemFromCart","All test","Thu Jul 31 11:16:44 GMT 2025","passed","Thu Jul 31 11:16:44 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","590","testShipping","All test","Thu Jul 31 11:16:46 GMT 2025","failed","Thu Jul 31 11:16:46 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаю данные о товаре","203","testGetProduct","All test","Thu Jul 31 11:16:46 GMT 2025","passed","Thu Jul 31 11:16:47 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
