"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Получаю данные о товаре","620","testGetProduct","All test","Mon Aug 04 16:57:23 GMT 2025","passed","Mon Aug 04 16:57:24 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","3632","testCRUDCart","All test","Mon Aug 04 16:57:44 GMT 2025","broken","Mon Aug 04 16:57:47 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"При клике по иконке 'Cart' загружается стараница 'Shopping Bag'","2904","testCartIcon","All test","Mon Aug 04 16:58:23 GMT 2025","passed","Mon Aug 04 16:58:26 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Добавляю товар в корзину и проверяю соответствие характеристик товара на витрине и в корзине","10280","testAddProductToCart","All test","Mon Aug 04 16:57:29 GMT 2025","passed","Mon Aug 04 16:57:40 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","715","testShipping","All test","Mon Aug 04 16:57:22 GMT 2025","failed","Mon Aug 04 16:57:23 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляем товар в корзину","444","testAddItemToCart","All test","Mon Aug 04 16:57:19 GMT 2025","passed","Mon Aug 04 16:57:19 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Обновляю данные о товаре в корзине","13764","testUpdateProductToCart","All test","Mon Aug 04 16:58:01 GMT 2025","broken","Mon Aug 04 16:58:15 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"При клике по иконке 'Account' появляется окно 'Account'","1538","testAccountIcon","All test","Mon Aug 04 16:58:18 GMT 2025","passed","Mon Aug 04 16:58:20 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","1290","testShipping","All test","Mon Aug 04 16:57:21 GMT 2025","passed","Mon Aug 04 16:57:22 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Удаляем товар из корзины","206","testRemoveItemFromCart","All test","Mon Aug 04 16:57:20 GMT 2025","passed","Mon Aug 04 16:57:20 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Получаем все товары из корзины","631","testGetAllItemsInCart","All test","Mon Aug 04 16:57:19 GMT 2025","passed","Mon Aug 04 16:57:20 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"При клике по иконке 'Favorites' загружается стараница 'Favorites'","5824","testFavoritesIcon","All test","Mon Aug 04 16:58:29 GMT 2025","passed","Mon Aug 04 16:58:35 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Проверка характеристик товара до и после помещения в корзину","825","testProductToCart","All test","Mon Aug 04 16:57:24 GMT 2025","passed","Mon Aug 04 16:57:25 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1074","testCRUDCartGuest","All test","Mon Aug 04 16:57:20 GMT 2025","failed","Mon Aug 04 16:57:21 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Удаляю товар из корзины","4634","testDeleteProductToCart","All test","Mon Aug 04 16:57:53 GMT 2025","broken","Mon Aug 04 16:57:57 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Обновляем данные одного товара из корзины","228","testUpdateItemInCart","All test","Mon Aug 04 16:57:20 GMT 2025","passed","Mon Aug 04 16:57:20 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"При клике по иконке 'Search' появляется окно 'Search'","635","testSearchIcon","All test","Mon Aug 04 16:58:39 GMT 2025","passed","Mon Aug 04 16:58:40 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Получаем токен Guest","3099","testGetAccessTokenGuest","All test","Mon Aug 04 16:57:15 GMT 2025","passed","Mon Aug 04 16:57:19 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
