"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Обновляем данные одного товара из корзины","176","testUpdateItemInCart","All test","Sat Jul 12 13:47:05 GMT 2025","passed","Sat Jul 12 13:47:06 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","831","testUpdateItemInCartNegative","All test","Sat Jul 12 13:47:10 GMT 2025","failed","Sat Jul 12 13:47:11 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Проверка характеристик товара до и после помещения в корзину","766","testProductToCart","All test","Sat Jul 12 13:47:12 GMT 2025","passed","Sat Jul 12 13:47:13 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Добавляю товар в корзину","10222","testAddProductToCart","All test","Sat Jul 12 13:47:17 GMT 2025","broken","Sat Jul 12 13:47:27 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","2133","testCRUDCartGuest","All test","Sat Jul 12 13:47:06 GMT 2025","passed","Sat Jul 12 13:47:08 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","385","testCartIcon","All test","Sat Jul 12 13:48:21 GMT 2025","broken","Sat Jul 12 13:48:21 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Обновляю данные о товаре в корзине","10542","testUpdateProductToCart","All test","Sat Jul 12 13:47:58 GMT 2025","broken","Sat Jul 12 13:48:08 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Получаю данные о товаре","300","testGetProduct","All test","Sat Jul 12 13:47:12 GMT 2025","passed","Sat Jul 12 13:47:12 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Удаляю товар из корзины","10090","testDeleteProductToCart","All test","Sat Jul 12 13:47:44 GMT 2025","broken","Sat Jul 12 13:47:54 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","10096","testCRUDCart","All test","Sat Jul 12 13:47:31 GMT 2025","broken","Sat Jul 12 13:47:41 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Добавляем товар в корзину авторизованного пользователя","253","testAddItemToCart","All test","Sat Jul 12 13:47:11 GMT 2025","broken","Sat Jul 12 13:47:11 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаем токен User","511","testGetAccessTokenUser","All test","Sat Jul 12 13:47:04 GMT 2025","broken","Sat Jul 12 13:47:04 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","840","testShipping","All test","Sat Jul 12 13:47:08 GMT 2025","passed","Sat Jul 12 13:47:09 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"При клике по иконке 'account' появляется окно 'Account'","5264","testAccountIcon","All test","Sat Jul 12 13:48:12 GMT 2025","passed","Sat Jul 12 13:48:17 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","252","testE2EFromCartUser","All test","Sat Jul 12 13:47:11 GMT 2025","broken","Sat Jul 12 13:47:12 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sat Jul 12 13:47:11 GMT 2025","skipped","Sat Jul 12 13:47:11 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","882","testUpdateItemInCartNegative","All test","Sat Jul 12 13:47:09 GMT 2025","failed","Sat Jul 12 13:47:10 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Удаляем товар из корзины","206","testRemoveItemFromCart","All test","Sat Jul 12 13:47:06 GMT 2025","passed","Sat Jul 12 13:47:06 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"При клике по иконке 'search' появляется окно 'Search'","5383","testSearchIcon","All test","Sat Jul 12 13:48:29 GMT 2025","passed","Sat Jul 12 13:48:34 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Получаем все товары из корзины","594","testGetAllItemsInCart","All test","Sat Jul 12 13:47:05 GMT 2025","passed","Sat Jul 12 13:47:05 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Получаем токен Guest","2824","testGetAccessTokenGuest","All test","Sat Jul 12 13:47:01 GMT 2025","passed","Sat Jul 12 13:47:04 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Sat Jul 12 13:47:11 GMT 2025","skipped","Sat Jul 12 13:47:11 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 12 13:47:11 GMT 2025","skipped","Sat Jul 12 13:47:11 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","798","testFavoritesIcon","All test","Sat Jul 12 13:48:24 GMT 2025","passed","Sat Jul 12 13:48:25 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Добавляем товар в корзину","452","testAddItemToCart","All test","Sat Jul 12 13:47:04 GMT 2025","passed","Sat Jul 12 13:47:05 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","726","testShipping","All test","Sat Jul 12 13:47:09 GMT 2025","passed","Sat Jul 12 13:47:09 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
