"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Получаю данные о товаре","272","testGetProduct","All test","Wed Jul 09 18:46:03 GMT 2025","passed","Wed Jul 09 18:46:04 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","0","testCartIcon","All test","Wed Jul 09 18:46:09 GMT 2025","skipped","Wed Jul 09 18:46:09 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","246","testE2EFromCartUser","All test","Wed Jul 09 18:46:03 GMT 2025","broken","Wed Jul 09 18:46:03 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Получаем токен User","505","testGetAccessTokenUser","All test","Wed Jul 09 18:45:55 GMT 2025","broken","Wed Jul 09 18:45:56 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","0","testFavoritesIcon","All test","Wed Jul 09 18:46:09 GMT 2025","skipped","Wed Jul 09 18:46:09 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Обновляем данные одного товара из корзины","179","testUpdateItemInCart","All test","Wed Jul 09 18:45:57 GMT 2025","passed","Wed Jul 09 18:45:57 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1037","testUpdateItemInCartNegative","All test","Wed Jul 09 18:46:02 GMT 2025","failed","Wed Jul 09 18:46:03 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"","0","beforeMethod","All test","Wed Jul 09 18:46:09 GMT 2025","broken","Wed Jul 09 18:46:09 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","beforeMethod"
"Удаляем товар из корзины","190","testRemoveItemFromCart","All test","Wed Jul 09 18:45:57 GMT 2025","passed","Wed Jul 09 18:45:57 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Wed Jul 09 18:46:03 GMT 2025","skipped","Wed Jul 09 18:46:03 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
