"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Получаю данные о товаре","344","testGetProduct","All test","Sat Jul 12 11:48:37 GMT 2025","passed","Sat Jul 12 11:48:37 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","694","testUpdateItemInCartNegative","All test","Sat Jul 12 11:48:35 GMT 2025","failed","Sat Jul 12 11:48:36 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Добавляем товар в корзину авторизованного пользователя","214","testAddItemToCart","All test","Sat Jul 12 11:48:36 GMT 2025","broken","Sat Jul 12 11:48:37 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаем токен User","435","testGetAccessTokenUser","All test","Sat Jul 12 11:48:31 GMT 2025","broken","Sat Jul 12 11:48:31 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Проверка характеристик товара до и после помещения в корзину","623","testProductToCart","All test","Sat Jul 12 11:48:37 GMT 2025","passed","Sat Jul 12 11:48:38 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Удаляем товар из корзины","174","testRemoveItemFromCart","All test","Sat Jul 12 11:48:32 GMT 2025","passed","Sat Jul 12 11:48:32 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Sat Jul 12 11:48:37 GMT 2025","skipped","Sat Jul 12 11:48:37 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Получаем все товары из корзины авторизованного пользователя","1","testGetAllItemsInCart","All test","Sat Jul 12 11:48:37 GMT 2025","skipped","Sat Jul 12 11:48:37 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","627","testUpdateItemInCartNegative","All test","Sat Jul 12 11:48:36 GMT 2025","failed","Sat Jul 12 11:48:36 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Добавляю товар в корзину","11070","testAddProductToCart","All test","Sat Jul 12 11:48:41 GMT 2025","broken","Sat Jul 12 11:48:52 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"При клике по иконке 'account' появляется окно 'Account'","5258","testAccountIcon","All test","Sat Jul 12 11:49:38 GMT 2025","passed","Sat Jul 12 11:49:43 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Получаем токен Guest","2983","testGetAccessTokenGuest","All test","Sat Jul 12 11:48:28 GMT 2025","passed","Sat Jul 12 11:48:31 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1624","testCRUDCartGuest","All test","Sat Jul 12 11:48:32 GMT 2025","passed","Sat Jul 12 11:48:34 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Обновляем данные одного товара из корзины","109","testUpdateItemInCart","All test","Sat Jul 12 11:48:32 GMT 2025","passed","Sat Jul 12 11:48:32 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","652","testShipping","All test","Sat Jul 12 11:48:34 GMT 2025","passed","Sat Jul 12 11:48:35 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Обновляю данные о товаре в корзине","10558","testUpdateProductToCart","All test","Sat Jul 12 11:49:24 GMT 2025","broken","Sat Jul 12 11:49:35 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","533","testShipping","All test","Sat Jul 12 11:48:34 GMT 2025","passed","Sat Jul 12 11:48:34 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","876","testFavoritesIcon","All test","Sat Jul 12 11:49:51 GMT 2025","passed","Sat Jul 12 11:49:52 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","10646","testCRUDCart","All test","Sat Jul 12 11:48:56 GMT 2025","broken","Sat Jul 12 11:49:06 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"При клике по иконке 'search' появляется окно 'Search'","5317","testSearchIcon","All test","Sat Jul 12 11:49:56 GMT 2025","passed","Sat Jul 12 11:50:01 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Добавляем товар в корзину","323","testAddItemToCart","All test","Sat Jul 12 11:48:31 GMT 2025","passed","Sat Jul 12 11:48:31 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","197","testE2EFromCartUser","All test","Sat Jul 12 11:48:37 GMT 2025","broken","Sat Jul 12 11:48:37 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Удаляю товар из корзины","10785","testDeleteProductToCart","All test","Sat Jul 12 11:49:10 GMT 2025","broken","Sat Jul 12 11:49:21 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Получаем все товары из корзины","526","testGetAllItemsInCart","All test","Sat Jul 12 11:48:31 GMT 2025","passed","Sat Jul 12 11:48:32 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 12 11:48:37 GMT 2025","skipped","Sat Jul 12 11:48:37 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","1991","testCartIcon","All test","Sat Jul 12 11:49:45 GMT 2025","broken","Sat Jul 12 11:49:47 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
