"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавляем товар в корзину авторизованного пользователя","330","testAddItemToCart","All test","Wed Jul 09 17:20:07 GMT 2025","broken","Wed Jul 09 17:20:07 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаем все товары из корзины","642","testGetAllItemsInCart","All test","Wed Jul 09 17:19:59 GMT 2025","passed","Wed Jul 09 17:20:00 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","1116","testUpdateItemInCartNegative","All test","Wed Jul 09 17:20:06 GMT 2025","failed","Wed Jul 09 17:20:07 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","1","testFavoritesIcon","All test","Wed Jul 09 17:20:11 GMT 2025","skipped","Wed Jul 09 17:20:11 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"При клике по иконке 'search' появляется окно 'Search'","0","testSearchIcon","All test","Wed Jul 09 17:20:11 GMT 2025","skipped","Wed Jul 09 17:20:11 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Обновляем данные о товаре в корзине","1","testUpdateProductToCart","All test","Wed Jul 09 17:20:11 GMT 2025","skipped","Wed Jul 09 17:20:11 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","978","testUpdateItemInCartNegative","All test","Wed Jul 09 17:20:05 GMT 2025","failed","Wed Jul 09 17:20:06 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"","0","beforeMethod","All test","Wed Jul 09 17:20:11 GMT 2025","broken","Wed Jul 09 17:20:11 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","beforeMethod"
"Обновляем данные одного товара из корзины","227","testUpdateItemInCart","All test","Wed Jul 09 17:20:00 GMT 2025","passed","Wed Jul 09 17:20:00 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Добавляем товар в корзину","0","testAddProductToCart","All test","Wed Jul 09 17:20:11 GMT 2025","skipped","Wed Jul 09 17:20:11 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Удаляем товар из корзины","203","testRemoveItemFromCart","All test","Wed Jul 09 17:20:00 GMT 2025","passed","Wed Jul 09 17:20:00 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","979","testShipping","All test","Wed Jul 09 17:20:03 GMT 2025","passed","Wed Jul 09 17:20:04 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляем товар в корзину","590","testAddItemToCart","All test","Wed Jul 09 17:19:58 GMT 2025","passed","Wed Jul 09 17:19:59 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Получаем токен User","608","testGetAccessTokenUser","All test","Wed Jul 09 17:19:58 GMT 2025","broken","Wed Jul 09 17:19:58 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"","1","beforeMethod","All test","Wed Jul 09 17:20:11 GMT 2025","broken","Wed Jul 09 17:20:11 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","beforeMethod"
"Получаем токен Guest","2999","testGetAccessTokenGuest","All test","Wed Jul 09 17:19:55 GMT 2025","passed","Wed Jul 09 17:19:58 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Получаю данные о товаре","619","testGetProduct","All test","Wed Jul 09 17:20:07 GMT 2025","passed","Wed Jul 09 17:20:08 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Wed Jul 09 17:20:07 GMT 2025","skipped","Wed Jul 09 17:20:07 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"При клике по иконке 'account' появляется окно 'Account'","0","testAccountIcon","All test","Wed Jul 09 17:20:11 GMT 2025","skipped","Wed Jul 09 17:20:11 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","295","testE2EFromCartUser","All test","Wed Jul 09 17:20:07 GMT 2025","broken","Wed Jul 09 17:20:07 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
