"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","538","testCartIcon","All test","Sat Jul 12 14:46:34 GMT 2025","broken","Sat Jul 12 14:46:34 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","784","testFavoritesIcon","All test","Sat Jul 12 14:46:38 GMT 2025","passed","Sat Jul 12 14:46:39 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","187","testE2EFromCartUser","All test","Sat Jul 12 14:45:25 GMT 2025","broken","Sat Jul 12 14:45:25 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Получаем токен User","530","testGetAccessTokenUser","All test","Sat Jul 12 14:45:19 GMT 2025","broken","Sat Jul 12 14:45:20 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Sat Jul 12 14:45:25 GMT 2025","skipped","Sat Jul 12 14:45:25 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Обновляем данные одного товара из корзины авторизованного пользователя","2","testUpdateItemInCart","All test","Sat Jul 12 14:45:25 GMT 2025","skipped","Sat Jul 12 14:45:25 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"При клике по иконке 'search' появляется окно 'Search'","5309","testSearchIcon","All test","Sat Jul 12 14:46:43 GMT 2025","passed","Sat Jul 12 14:46:48 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Получаем все товары из корзины","558","testGetAllItemsInCart","All test","Sat Jul 12 14:45:20 GMT 2025","passed","Sat Jul 12 14:45:21 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Получаем токен Guest","3001","testGetAccessTokenGuest","All test","Sat Jul 12 14:45:16 GMT 2025","passed","Sat Jul 12 14:45:19 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sat Jul 12 14:45:25 GMT 2025","skipped","Sat Jul 12 14:45:25 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Добавляем товар в корзину авторизованного пользователя","194","testAddItemToCart","All test","Sat Jul 12 14:45:25 GMT 2025","broken","Sat Jul 12 14:45:25 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","529","testShipping","All test","Sat Jul 12 14:45:23 GMT 2025","passed","Sat Jul 12 14:45:23 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","539","testShipping","All test","Sat Jul 12 14:45:23 GMT 2025","passed","Sat Jul 12 14:45:24 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Обновляем данные одного товара из корзины","123","testUpdateItemInCart","All test","Sat Jul 12 14:45:21 GMT 2025","passed","Sat Jul 12 14:45:21 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","11531","testCRUDCart","All test","Sat Jul 12 14:45:43 GMT 2025","broken","Sat Jul 12 14:45:54 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Удаляю товар из корзины","10126","testDeleteProductToCart","All test","Sat Jul 12 14:45:58 GMT 2025","broken","Sat Jul 12 14:46:08 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Обновляю данные о товаре в корзине","10539","testUpdateProductToCart","All test","Sat Jul 12 14:46:11 GMT 2025","broken","Sat Jul 12 14:46:22 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Проверка характеристик товара до и после помещения в корзину","578","testProductToCart","All test","Sat Jul 12 14:45:26 GMT 2025","passed","Sat Jul 12 14:45:26 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1597","testCRUDCartGuest","All test","Sat Jul 12 14:45:21 GMT 2025","passed","Sat Jul 12 14:45:23 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Добавляем товар в корзину","333","testAddItemToCart","All test","Sat Jul 12 14:45:20 GMT 2025","passed","Sat Jul 12 14:45:20 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","774","testUpdateItemInCartNegative","All test","Sat Jul 12 14:45:24 GMT 2025","failed","Sat Jul 12 14:45:24 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","608","testUpdateItemInCartNegative","All test","Sat Jul 12 14:45:24 GMT 2025","failed","Sat Jul 12 14:45:25 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Удаляем товар из корзины","115","testRemoveItemFromCart","All test","Sat Jul 12 14:45:21 GMT 2025","passed","Sat Jul 12 14:45:21 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Получаю данные о товаре","201","testGetProduct","All test","Sat Jul 12 14:45:25 GMT 2025","passed","Sat Jul 12 14:45:26 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
