"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Удаляем товар из корзины авторизованного пользователя","1","testRemoveItemFromCart","All test","Sat Jul 12 17:06:55 GMT 2025","skipped","Sat Jul 12 17:06:55 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","685","testShipping","All test","Sat Jul 12 17:06:52 GMT 2025","passed","Sat Jul 12 17:06:53 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаем токен User","443","testGetAccessTokenUser","All test","Sat Jul 12 17:06:48 GMT 2025","broken","Sat Jul 12 17:06:49 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Обновляю данные о товаре в корзине","10597","testUpdateProductToCart","All test","Sat Jul 12 17:07:42 GMT 2025","broken","Sat Jul 12 17:07:53 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","702","testUpdateItemInCartNegative","All test","Sat Jul 12 17:06:53 GMT 2025","failed","Sat Jul 12 17:06:54 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"При клике по иконке 'account' появляется окно 'Account'","5244","testAccountIcon","All test","Sat Jul 12 17:07:56 GMT 2025","passed","Sat Jul 12 17:08:02 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Получаем все товары из корзины","659","testGetAllItemsInCart","All test","Sat Jul 12 17:06:49 GMT 2025","passed","Sat Jul 12 17:06:50 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","523","testShipping","All test","Sat Jul 12 17:06:53 GMT 2025","passed","Sat Jul 12 17:06:53 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sat Jul 12 17:06:55 GMT 2025","skipped","Sat Jul 12 17:06:55 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Удаляем товар из корзины","128","testRemoveItemFromCart","All test","Sat Jul 12 17:06:50 GMT 2025","passed","Sat Jul 12 17:06:50 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Добавляем товар в корзину авторизованного пользователя","172","testAddItemToCart","All test","Sat Jul 12 17:06:55 GMT 2025","broken","Sat Jul 12 17:06:55 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","10072","testCRUDCart","All test","Sat Jul 12 17:07:14 GMT 2025","broken","Sat Jul 12 17:07:24 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","1435","testCartIcon","All test","Sat Jul 12 17:08:05 GMT 2025","passed","Sat Jul 12 17:08:06 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Добавляю товар в корзину","10288","testAddProductToCart","All test","Sat Jul 12 17:07:00 GMT 2025","broken","Sat Jul 12 17:07:10 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Обновляем данные одного товара из корзины","128","testUpdateItemInCart","All test","Sat Jul 12 17:06:50 GMT 2025","passed","Sat Jul 12 17:06:50 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Получаю данные о товаре","222","testGetProduct","All test","Sat Jul 12 17:06:55 GMT 2025","passed","Sat Jul 12 17:06:55 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Получаем токен Guest","3293","testGetAccessTokenGuest","All test","Sat Jul 12 17:06:45 GMT 2025","passed","Sat Jul 12 17:06:48 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
