"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","675","testShipping","All test","Sat Jul 12 17:16:43 GMT 2025","passed","Sat Jul 12 17:16:44 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","834","testUpdateItemInCartNegative","All test","Sat Jul 12 17:16:45 GMT 2025","failed","Sat Jul 12 17:16:46 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","10137","testCRUDCart","All test","Sat Jul 12 17:17:05 GMT 2025","broken","Sat Jul 12 17:17:16 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Добавляем товар в корзину авторизованного пользователя","197","testAddItemToCart","All test","Sat Jul 12 17:16:46 GMT 2025","broken","Sat Jul 12 17:16:46 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Добавляем товар в корзину","405","testAddItemToCart","All test","Sat Jul 12 17:16:39 GMT 2025","passed","Sat Jul 12 17:16:40 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","188","testE2EFromCartUser","All test","Sat Jul 12 17:16:46 GMT 2025","broken","Sat Jul 12 17:16:46 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Получаем токен Guest","3082","testGetAccessTokenGuest","All test","Sat Jul 12 17:16:36 GMT 2025","passed","Sat Jul 12 17:16:39 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Обновляю данные о товаре в корзине","10589","testUpdateProductToCart","All test","Sat Jul 12 17:17:33 GMT 2025","broken","Sat Jul 12 17:17:44 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"При клике по иконке 'search' появляется окно 'Search'","5375","testSearchIcon","All test","Sat Jul 12 17:18:10 GMT 2025","passed","Sat Jul 12 17:18:15 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","5985","testFavoritesIcon","All test","Sat Jul 12 17:18:00 GMT 2025","passed","Sat Jul 12 17:18:06 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","821","testUpdateItemInCartNegative","All test","Sat Jul 12 17:16:44 GMT 2025","failed","Sat Jul 12 17:16:45 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Удаляем товар из корзины","180","testRemoveItemFromCart","All test","Sat Jul 12 17:16:41 GMT 2025","passed","Sat Jul 12 17:16:41 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1915","testCRUDCartGuest","All test","Sat Jul 12 17:16:41 GMT 2025","passed","Sat Jul 12 17:16:43 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Sat Jul 12 17:16:46 GMT 2025","skipped","Sat Jul 12 17:16:46 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 12 17:16:46 GMT 2025","skipped","Sat Jul 12 17:16:46 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Проверка характеристик товара до и после помещения в корзину","690","testProductToCart","All test","Sat Jul 12 17:16:47 GMT 2025","passed","Sat Jul 12 17:16:47 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Обновляем данные одного товара из корзины","154","testUpdateItemInCart","All test","Sat Jul 12 17:16:41 GMT 2025","passed","Sat Jul 12 17:16:41 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","1326","testCartIcon","All test","Sat Jul 12 17:17:56 GMT 2025","passed","Sat Jul 12 17:17:58 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Получаем токен User","402","testGetAccessTokenUser","All test","Sat Jul 12 17:16:39 GMT 2025","broken","Sat Jul 12 17:16:39 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Удаляю товар из корзины","10208","testDeleteProductToCart","All test","Sat Jul 12 17:17:19 GMT 2025","broken","Sat Jul 12 17:17:29 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Добавляю товар в корзину","10264","testAddProductToCart","All test","Sat Jul 12 17:16:52 GMT 2025","broken","Sat Jul 12 17:17:02 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
