"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Удаляем товар из корзины","335","testRemoveItemFromCart","All test","Wed Jul 09 18:43:26 GMT 2025","passed","Wed Jul 09 18:43:26 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"При клике по иконке 'account' появляется окно 'Account'","0","testAccountIcon","All test","Wed Jul 09 18:43:34 GMT 2025","skipped","Wed Jul 09 18:43:34 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","1","testCartIcon","All test","Wed Jul 09 18:43:34 GMT 2025","skipped","Wed Jul 09 18:43:34 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Добавляем товар в корзину","0","testAddProductToCart","All test","Wed Jul 09 18:43:34 GMT 2025","skipped","Wed Jul 09 18:43:34 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Добавляем товар в корзину","528","testAddItemToCart","All test","Wed Jul 09 18:43:25 GMT 2025","passed","Wed Jul 09 18:43:25 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","656","testShipping","All test","Wed Jul 09 18:43:29 GMT 2025","passed","Wed Jul 09 18:43:29 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаем токен User","540","testGetAccessTokenUser","All test","Wed Jul 09 18:43:24 GMT 2025","broken","Wed Jul 09 18:43:24 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","607","testShipping","All test","Wed Jul 09 18:43:28 GMT 2025","passed","Wed Jul 09 18:43:29 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Проверка характеристик товара до и после помещения в корзину","1281","testProductToCart","All test","Wed Jul 09 18:43:31 GMT 2025","passed","Wed Jul 09 18:43:33 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Получаю данные о товаре","196","testGetProduct","All test","Wed Jul 09 18:43:31 GMT 2025","passed","Wed Jul 09 18:43:31 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","713","testUpdateItemInCartNegative","All test","Wed Jul 09 18:43:30 GMT 2025","failed","Wed Jul 09 18:43:31 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Wed Jul 09 18:43:31 GMT 2025","skipped","Wed Jul 09 18:43:31 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Wed Jul 09 18:43:31 GMT 2025","skipped","Wed Jul 09 18:43:31 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Обновляем данные одного товара из корзины","288","testUpdateItemInCart","All test","Wed Jul 09 18:43:26 GMT 2025","passed","Wed Jul 09 18:43:26 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1686","testCRUDCartGuest","All test","Wed Jul 09 18:43:26 GMT 2025","passed","Wed Jul 09 18:43:28 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Получаем все товары из корзины","573","testGetAllItemsInCart","All test","Wed Jul 09 18:43:25 GMT 2025","passed","Wed Jul 09 18:43:26 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","197","testE2EFromCartUser","All test","Wed Jul 09 18:43:31 GMT 2025","broken","Wed Jul 09 18:43:31 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
