"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 12 16:12:31 GMT 2025","skipped","Sat Jul 12 16:12:31 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","210","testE2EFromCartUser","All test","Sat Jul 12 16:12:31 GMT 2025","broken","Sat Jul 12 16:12:31 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Получаем все товары из корзины","728","testGetAllItemsInCart","All test","Sat Jul 12 16:12:25 GMT 2025","passed","Sat Jul 12 16:12:26 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Добавляем товар в корзину авторизованного пользователя","213","testAddItemToCart","All test","Sat Jul 12 16:12:31 GMT 2025","broken","Sat Jul 12 16:12:31 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sat Jul 12 16:12:31 GMT 2025","skipped","Sat Jul 12 16:12:31 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","15988","testCRUDCart","All test","Sat Jul 12 16:12:56 GMT 2025","broken","Sat Jul 12 16:13:12 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"Получаем токен User","461","testGetAccessTokenUser","All test","Sat Jul 12 16:12:25 GMT 2025","broken","Sat Jul 12 16:12:25 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Добавляем товар в корзину","347","testAddItemToCart","All test","Sat Jul 12 16:12:25 GMT 2025","passed","Sat Jul 12 16:12:25 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1865","testCRUDCartGuest","All test","Sat Jul 12 16:12:26 GMT 2025","passed","Sat Jul 12 16:12:28 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Добавляю товар в корзину","17625","testAddProductToCart","All test","Sat Jul 12 16:12:35 GMT 2025","broken","Sat Jul 12 16:12:53 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Удаляем товар из корзины авторизованного пользователя","1","testRemoveItemFromCart","All test","Sat Jul 12 16:12:31 GMT 2025","skipped","Sat Jul 12 16:12:31 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","550","testShipping","All test","Sat Jul 12 16:12:28 GMT 2025","passed","Sat Jul 12 16:12:29 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","1218","testCartIcon","All test","Sat Jul 12 16:14:03 GMT 2025","passed","Sat Jul 12 16:14:04 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","594","testShipping","All test","Sat Jul 12 16:12:29 GMT 2025","passed","Sat Jul 12 16:12:29 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Удаляю товар из корзины","17337","testDeleteProductToCart","All test","Sat Jul 12 16:13:14 GMT 2025","broken","Sat Jul 12 16:13:31 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Удаляем товар из корзины","168","testRemoveItemFromCart","All test","Sat Jul 12 16:12:26 GMT 2025","passed","Sat Jul 12 16:12:26 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Проверка характеристик товара до и после помещения в корзину","789","testProductToCart","All test","Sat Jul 12 16:12:32 GMT 2025","passed","Sat Jul 12 16:12:33 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","5653","testFavoritesIcon","All test","Sat Jul 12 16:14:07 GMT 2025","passed","Sat Jul 12 16:14:13 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Получаю данные о товаре","337","testGetProduct","All test","Sat Jul 12 16:12:31 GMT 2025","passed","Sat Jul 12 16:12:32 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"При клике по иконке 'search' появляется окно 'Search'","5314","testSearchIcon","All test","Sat Jul 12 16:14:16 GMT 2025","passed","Sat Jul 12 16:14:21 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Обновляем данные одного товара из корзины","119","testUpdateItemInCart","All test","Sat Jul 12 16:12:26 GMT 2025","passed","Sat Jul 12 16:12:26 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Получаем токен Guest","3155","testGetAccessTokenGuest","All test","Sat Jul 12 16:12:21 GMT 2025","passed","Sat Jul 12 16:12:25 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"При клике по иконке 'account' появляется окно 'Account'","5253","testAccountIcon","All test","Sat Jul 12 16:13:54 GMT 2025","passed","Sat Jul 12 16:13:59 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","724","testUpdateItemInCartNegative","All test","Sat Jul 12 16:12:30 GMT 2025","failed","Sat Jul 12 16:12:31 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Обновляю данные о товаре в корзине","15784","testUpdateProductToCart","All test","Sat Jul 12 16:13:35 GMT 2025","broken","Sat Jul 12 16:13:50 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","731","testUpdateItemInCartNegative","All test","Sat Jul 12 16:12:29 GMT 2025","failed","Sat Jul 12 16:12:30 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
