"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","683","testUpdateItemInCartNegative","All test","Wed Jul 09 19:03:10 GMT 2025","failed","Wed Jul 09 19:03:11 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Wed Jul 09 19:03:12 GMT 2025","skipped","Wed Jul 09 19:03:12 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1641","testCRUDCartGuest","All test","Wed Jul 09 19:03:08 GMT 2025","passed","Wed Jul 09 19:03:09 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Удаляем товар из корзины","127","testRemoveItemFromCart","All test","Wed Jul 09 19:03:08 GMT 2025","passed","Wed Jul 09 19:03:08 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Получаю данные о товаре","272","testGetProduct","All test","Wed Jul 09 19:03:12 GMT 2025","passed","Wed Jul 09 19:03:12 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Проверка характеристик товара до и после помещения в корзину","737","testProductToCart","All test","Wed Jul 09 19:03:12 GMT 2025","passed","Wed Jul 09 19:03:13 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"","1","beforeMethod","All test","Wed Jul 09 19:03:21 GMT 2025","broken","Wed Jul 09 19:03:21 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","beforeMethod"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","578","testShipping","All test","Wed Jul 09 19:03:09 GMT 2025","passed","Wed Jul 09 19:03:10 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Получаем токен Guest","2874","testGetAccessTokenGuest","All test","Wed Jul 09 19:03:03 GMT 2025","passed","Wed Jul 09 19:03:06 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","209","testE2EFromCartUser","All test","Wed Jul 09 19:03:12 GMT 2025","broken","Wed Jul 09 19:03:12 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
