"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","679","testUpdateItemInCartNegative","All test","Wed Jul 09 18:39:33 GMT 2025","failed","Wed Jul 09 18:39:34 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Обновляем данные одного товара из корзины","123","testUpdateItemInCart","All test","Wed Jul 09 18:39:29 GMT 2025","passed","Wed Jul 09 18:39:30 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Удаляем товар из корзины авторизованного пользователя","1","testRemoveItemFromCart","All test","Wed Jul 09 18:39:34 GMT 2025","skipped","Wed Jul 09 18:39:34 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Обновляем данные о товаре в корзине","0","testUpdateProductToCart","All test","Wed Jul 09 18:39:40 GMT 2025","skipped","Wed Jul 09 18:39:40 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"","1","beforeMethod","All test","Wed Jul 09 18:39:40 GMT 2025","broken","Wed Jul 09 18:39:40 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","beforeMethod"
"Получаем все товары из корзины авторизованного пользователя","1","testGetAllItemsInCart","All test","Wed Jul 09 18:39:34 GMT 2025","skipped","Wed Jul 09 18:39:34 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Добавляем товар в корзину","361","testAddItemToCart","All test","Wed Jul 09 18:39:29 GMT 2025","passed","Wed Jul 09 18:39:29 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1622","testCRUDCartGuest","All test","Wed Jul 09 18:39:30 GMT 2025","passed","Wed Jul 09 18:39:31 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","539","testShipping","All test","Wed Jul 09 18:39:31 GMT 2025","passed","Wed Jul 09 18:39:32 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляем товар в корзину","1","testAddProductToCart","All test","Wed Jul 09 18:39:40 GMT 2025","skipped","Wed Jul 09 18:39:40 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"При клике по иконке 'account' появляется окно 'Account'","0","testAccountIcon","All test","Wed Jul 09 18:39:40 GMT 2025","skipped","Wed Jul 09 18:39:40 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
