"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Получаем токен User","428","testGetAccessTokenUser","All test","Sat Jul 12 17:11:40 GMT 2025","broken","Sat Jul 12 17:11:40 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenUser"
"Получаем токен Guest","2908","testGetAccessTokenGuest","All test","Sat Jul 12 17:11:37 GMT 2025","passed","Sat Jul 12 17:11:40 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Добавляем товар в корзину авторизованного пользователя","148","testAddItemToCart","All test","Sat Jul 12 17:11:46 GMT 2025","broken","Sat Jul 12 17:11:46 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testAddItemToCart"
"Проверка характеристик товара до и после помещения в корзину","566","testProductToCart","All test","Sat Jul 12 17:11:46 GMT 2025","passed","Sat Jul 12 17:11:47 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"Удаляем товар из корзины авторизованного пользователя","0","testRemoveItemFromCart","All test","Sat Jul 12 17:11:46 GMT 2025","skipped","Sat Jul 12 17:11:46 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testRemoveItemFromCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1579","testCRUDCartGuest","All test","Sat Jul 12 17:11:42 GMT 2025","passed","Sat Jul 12 17:11:43 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"При клике по иконке 'favorites' загружается стараница 'Favorites'","5710","testFavoritesIcon","All test","Sat Jul 12 17:12:59 GMT 2025","passed","Sat Jul 12 17:13:05 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Получаем все товары из корзины авторизованного пользователя","0","testGetAllItemsInCart","All test","Sat Jul 12 17:11:46 GMT 2025","skipped","Sat Jul 12 17:11:46 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testGetAllItemsInCart"
"Обновляем данные одного товара из корзины","150","testUpdateItemInCart","All test","Sat Jul 12 17:11:41 GMT 2025","passed","Sat Jul 12 17:11:41 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"Добавляем товар в корзину","314","testAddItemToCart","All test","Sat Jul 12 17:11:40 GMT 2025","passed","Sat Jul 12 17:11:41 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Удаляю товар из корзины","10621","testDeleteProductToCart","All test","Sat Jul 12 17:12:19 GMT 2025","broken","Sat Jul 12 17:12:30 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","536","testShipping","All test","Sat Jul 12 17:11:44 GMT 2025","passed","Sat Jul 12 17:11:45 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляю товар в корзину","10467","testAddProductToCart","All test","Sat Jul 12 17:11:51 GMT 2025","broken","Sat Jul 12 17:12:01 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","590","testUpdateItemInCartNegative","All test","Sat Jul 12 17:11:45 GMT 2025","failed","Sat Jul 12 17:11:46 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"При обновлении данных товара пытаемся изменить сам товар или задать колличесво одного товара больше 10","676","testUpdateItemInCartNegative","All test","Sat Jul 12 17:11:45 GMT 2025","failed","Sat Jul 12 17:11:45 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCartNegative"
"Ложим 2 товара в корзину авторизованного пользователя, изменяем у одного товара количество и удаляем другой товар из корзины","156","testE2EFromCartUser","All test","Sat Jul 12 17:11:46 GMT 2025","broken","Sat Jul 12 17:11:46 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testE2EFromCartUser"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","10607","testCRUDCart","All test","Sat Jul 12 17:12:05 GMT 2025","broken","Sat Jul 12 17:12:16 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"При клике по иконке 'account' появляется окно 'Account'","5589","testAccountIcon","All test","Sat Jul 12 17:12:45 GMT 2025","passed","Sat Jul 12 17:12:51 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"При клике по иконке 'cart' загружается стараница 'Shopping Bag'","3192","testCartIcon","All test","Sat Jul 12 17:12:53 GMT 2025","passed","Sat Jul 12 17:12:56 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Обновляю данные о товаре в корзине","10153","testUpdateProductToCart","All test","Sat Jul 12 17:12:33 GMT 2025","broken","Sat Jul 12 17:12:43 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","525","testShipping","All test","Sat Jul 12 17:11:43 GMT 2025","passed","Sat Jul 12 17:11:44 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"При клике по иконке 'search' появляется окно 'Search'","5397","testSearchIcon","All test","Sat Jul 12 17:13:09 GMT 2025","passed","Sat Jul 12 17:13:14 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Обновляем данные одного товара из корзины авторизованного пользователя","0","testUpdateItemInCart","All test","Sat Jul 12 17:11:46 GMT 2025","skipped","Sat Jul 12 17:11:46 GMT 2025","api.test.BagUserTest","Tests for API","api.test.BagUserTest","testUpdateItemInCart"
"Получаю данные о товаре","163","testGetProduct","All test","Sat Jul 12 17:11:46 GMT 2025","passed","Sat Jul 12 17:11:46 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"Получаем все товары из корзины","521","testGetAllItemsInCart","All test","Sat Jul 12 17:11:41 GMT 2025","passed","Sat Jul 12 17:11:41 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Удаляем товар из корзины","364","testRemoveItemFromCart","All test","Sat Jul 12 17:11:41 GMT 2025","passed","Sat Jul 12 17:11:42 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
