"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Получаем все товары из корзины","778","testGetAllItemsInCart","All test","Mon Aug 04 16:36:24 GMT 2025","passed","Mon Aug 04 16:36:25 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testGetAllItemsInCart"
"Обновляю данные о товаре в корзине","14652","testUpdateProductToCart","All test","Mon Aug 04 16:37:17 GMT 2025","broken","Mon Aug 04 16:37:31 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testUpdateProductToCart"
"Получаю данные о товаре","1363","testGetProduct","All test","Mon Aug 04 16:36:29 GMT 2025","passed","Mon Aug 04 16:36:30 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testGetProduct"
"При клике по иконке 'Favorites' загружается стараница 'Favorites'","5688","testFavoritesIcon","All test","Mon Aug 04 16:37:47 GMT 2025","passed","Mon Aug 04 16:37:53 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testFavoritesIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","1000","testShipping","All test","Mon Aug 04 16:36:28 GMT 2025","failed","Mon Aug 04 16:36:29 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Добавляю товар в корзину и проверяю соответствие характеристик товара на витрине и в корзине","10816","testAddProductToCart","All test","Mon Aug 04 16:36:37 GMT 2025","passed","Mon Aug 04 16:36:48 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testAddProductToCart"
"Получаем токен Guest","3043","testGetAccessTokenGuest","All test","Mon Aug 04 16:36:21 GMT 2025","passed","Mon Aug 04 16:36:24 GMT 2025","api.test.AuthTest","Tests for API","api.test.AuthTest","testGetAccessTokenGuest"
"Добавляем товар в корзину","504","testAddItemToCart","All test","Mon Aug 04 16:36:24 GMT 2025","passed","Mon Aug 04 16:36:24 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testAddItemToCart"
"Проверка характеристик товара до и после помещения в корзину","1919","testProductToCart","All test","Mon Aug 04 16:36:30 GMT 2025","passed","Mon Aug 04 16:36:32 GMT 2025","api.test.ProductGuestTest","Tests for API","api.test.ProductGuestTest","testProductToCart"
"При клике по иконке 'Search' появляется окно 'Search'","763","testSearchIcon","All test","Mon Aug 04 16:37:57 GMT 2025","passed","Mon Aug 04 16:37:58 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testSearchIcon"
"Удаляем товар из корзины","307","testRemoveItemFromCart","All test","Mon Aug 04 16:36:25 GMT 2025","passed","Mon Aug 04 16:36:26 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testRemoveItemFromCart"
"Ложим 2 товара в корзину, изменяем у одного товара количество и удаляем другой товар из корзины","1308","testCRUDCartGuest","All test","Mon Aug 04 16:36:26 GMT 2025","failed","Mon Aug 04 16:36:27 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testCRUDCartGuest"
"Ложу 2 товара в корзину, изменяю у одного товара количество и удаляю другой товар из корзины","3278","testCRUDCart","All test","Mon Aug 04 16:36:52 GMT 2025","broken","Mon Aug 04 16:36:55 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testCRUDCart"
"При клике по иконке 'Account' появляется окно 'Account'","561","testAccountIcon","All test","Mon Aug 04 16:37:36 GMT 2025","passed","Mon Aug 04 16:37:37 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testAccountIcon"
"Проверка стоимости досавки в зависимости от суммы товаров в корзине","829","testShipping","All test","Mon Aug 04 16:36:27 GMT 2025","passed","Mon Aug 04 16:36:28 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testShipping"
"Обновляем данные одного товара из корзины","204","testUpdateItemInCart","All test","Mon Aug 04 16:36:25 GMT 2025","passed","Mon Aug 04 16:36:25 GMT 2025","api.test.BagGuestTest","Tests for API","api.test.BagGuestTest","testUpdateItemInCart"
"При клике по иконке 'Cart' загружается стараница 'Shopping Bag'","1672","testCartIcon","All test","Mon Aug 04 16:37:42 GMT 2025","passed","Mon Aug 04 16:37:43 GMT 2025","ui.tests.TopPanelTest","Tests for UI","ui.tests.TopPanelTest","testCartIcon"
"Удаляю товар из корзины","11658","testDeleteProductToCart","All test","Mon Aug 04 16:37:01 GMT 2025","passed","Mon Aug 04 16:37:13 GMT 2025","ui.tests.CrudProductToCartTest","Tests for UI","ui.tests.CrudProductToCartTest","testDeleteProductToCart"
